,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Toyama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Ibaraki
2019-07-25 23:00:00,0,4,0,0,3,1,0,2,0,0,0,3,1,0,1,0,1,10,2,3,2,4,0,0,1,3,2,0,1,0,4,0,0,0,1,1,1,7,0,1,0,0,0,1,2,0,1,2
2019-07-26 00:00:00,0,3,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,6,1,0,1,4,0,0,1,0,1,0,1,0,4,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,1
2019-07-26 01:00:00,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-07-26 02:00:00,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2019-07-26 03:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2019-07-26 04:00:00,3,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019-07-26 05:00:00,4,3,0,0,1,1,0,2,0,1,0,3,0,0,0,0,1,6,9,0,3,3,0,1,0,0,3,0,0,0,9,0,0,0,1,1,0,2,0,0,0,0,2,1,1,0,0,1
2019-07-26 06:00:00,3,3,1,0,5,2,0,4,0,1,1,6,0,2,2,0,0,22,8,0,3,11,0,1,1,2,3,0,2,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,1,2
2019-07-26 07:00:00,10,5,0,0,6,2,0,4,0,0,0,6,1,1,0,1,2,31,12,1,0,17,0,1,2,2,4,1,0,0,16,0,0,0,4,4,1,9,1,2,1,0,1,0,1,9,1,2
2019-07-26 08:00:00,8,6,0,0,3,0,0,5,1,1,0,6,0,2,0,1,0,21,19,3,1,6,0,0,1,4,5,0,0,0,10,0,0,1,1,1,0,3,2,5,0,0,0,0,3,2,1,1
2019-07-26 09:00:00,7,3,0,1,0,1,0,1,0,4,2,4,0,0,0,1,2,11,4,1,2,14,0,0,0,2,9,0,0,0,6,0,0,0,1,0,0,5,0,2,0,0,1,1,2,0,2,2
2019-07-26 10:00:00,14,7,0,1,2,2,0,0,0,1,0,8,0,0,4,0,1,33,12,1,1,18,0,2,1,1,4,0,0,1,10,1,0,1,0,3,0,2,0,2,5,2,0,0,4,0,1,5
2019-07-26 11:00:00,11,8,0,0,1,2,0,1,0,2,1,4,0,0,2,0,2,30,8,1,1,18,0,0,2,2,4,0,0,0,9,0,0,0,0,2,0,3,0,1,2,0,1,0,1,1,1,5
2019-07-26 12:00:00,7,22,3,0,6,2,0,6,0,3,0,6,0,2,3,0,2,49,10,1,6,15,1,2,0,0,2,2,0,1,21,0,0,0,1,7,1,7,0,5,3,0,1,0,2,1,2,4
2019-07-26 13:00:00,7,13,1,0,0,1,0,7,0,3,2,5,1,1,1,0,0,37,7,2,2,9,1,1,0,1,4,0,0,1,14,0,0,0,0,5,1,7,0,4,0,0,0,0,1,2,1,1
2019-07-26 14:00:00,9,9,0,0,2,6,3,1,0,2,0,3,0,0,0,0,1,31,7,2,1,11,0,0,1,2,6,1,1,0,16,0,0,0,0,3,1,4,0,2,0,0,1,1,2,0,0,1
2019-07-26 15:00:00,14,2,0,0,2,4,0,1,0,4,0,8,1,0,3,0,0,21,15,1,3,22,1,1,0,1,2,0,0,2,13,1,1,0,2,3,1,3,1,3,1,0,0,0,2,1,4,2
2019-07-26 16:00:00,15,10,0,0,2,2,0,4,2,2,0,11,0,0,1,0,1,21,6,4,2,17,2,0,0,5,6,0,0,2,5,0,0,0,1,1,1,4,0,2,1,1,0,2,1,4,1,4
2019-07-26 17:00:00,19,7,0,0,6,4,0,8,1,5,0,9,0,0,1,2,1,26,14,2,3,19,0,9,0,3,7,0,0,2,17,0,0,0,0,2,1,6,1,9,2,0,0,0,5,1,3,1
2019-07-26 18:00:00,21,31,0,0,13,6,0,8,0,1,0,11,0,0,4,1,4,34,18,5,0,24,1,10,1,1,12,0,0,0,10,0,1,0,2,2,1,10,0,8,1,0,1,3,9,2,2,4
2019-07-26 19:00:00,13,23,0,1,4,6,7,7,1,4,0,9,0,2,4,0,2,42,32,7,1,39,1,3,0,8,20,0,2,0,25,0,0,2,2,7,2,7,0,7,2,0,2,0,14,8,5,2
2019-07-26 20:00:00,16,32,4,0,2,7,3,7,0,3,0,12,0,1,6,0,1,54,48,5,1,54,0,3,0,3,17,0,0,0,21,1,0,4,2,0,0,8,1,11,3,1,2,1,3,8,2,1
2019-07-26 21:00:00,16,31,1,1,4,7,2,9,0,10,0,18,1,0,8,1,0,86,35,5,6,38,0,1,4,3,9,0,1,1,28,0,0,1,1,6,0,6,0,10,3,0,6,2,7,4,1,1
2019-07-26 22:00:00,6,16,0,3,4,2,0,6,0,4,0,14,1,1,0,0,1,41,25,4,3,40,3,0,0,5,11,1,0,0,22,0,1,0,1,5,2,7,0,13,0,1,2,0,5,4,1,0
2019-07-26 23:00:00,10,8,1,0,2,4,0,10,0,1,0,10,4,0,1,2,0,35,18,4,1,17,1,0,1,2,9,0,0,0,18,0,0,1,1,2,1,8,0,5,0,1,0,0,3,1,2,1
2019-07-27 00:00:00,2,3,0,0,5,5,0,1,1,2,0,12,0,0,2,0,2,20,7,6,4,26,0,1,0,0,6,1,0,0,16,1,0,1,0,1,1,3,0,5,0,0,4,0,3,2,1,3
2019-07-27 01:00:00,4,5,0,0,4,3,0,1,0,3,1,7,1,0,1,0,0,10,2,0,1,12,1,0,0,0,0,0,1,0,6,0,1,0,0,3,0,2,0,0,1,0,0,0,0,4,1,0
2019-07-27 02:00:00,0,2,0,0,0,2,1,1,0,0,0,4,0,1,0,0,0,10,2,1,0,3,0,1,0,0,3,0,1,0,6,0,1,0,0,0,0,2,0,1,1,0,0,0,2,1,0,0
2019-07-27 03:00:00,1,2,0,0,0,2,0,0,0,1,0,5,0,0,1,1,0,11,6,1,1,3,0,0,1,1,0,1,0,0,7,0,0,0,0,0,0,4,0,3,0,1,1,0,0,0,0,0
2019-07-27 04:00:00,2,1,0,0,2,2,0,3,2,2,0,3,0,0,0,1,3,8,8,0,1,6,0,1,1,1,3,0,0,0,6,0,0,1,1,1,0,2,0,4,1,1,0,0,1,3,2,3
2019-07-27 05:00:00,10,11,1,1,0,8,0,3,0,1,0,14,2,0,0,0,3,36,19,3,1,17,1,1,0,1,14,0,1,2,6,0,1,1,0,1,1,13,1,2,0,0,0,2,6,4,1,2
2019-07-27 06:00:00,8,22,0,1,7,21,2,2,0,3,0,15,2,0,5,1,2,48,26,4,1,40,0,3,2,6,33,1,0,0,26,1,1,3,0,2,1,20,0,5,1,0,1,2,4,9,3,6
2019-07-27 07:00:00,13,38,2,2,4,20,1,14,0,3,1,23,2,7,9,1,7,63,35,2,4,72,3,1,4,9,46,1,1,2,28,1,1,2,5,1,2,19,2,13,0,0,2,3,10,11,3,19
2019-07-27 08:00:00,12,46,0,0,5,20,0,6,1,5,1,13,3,5,8,2,2,58,21,2,2,64,3,1,5,16,55,0,0,2,26,5,2,9,3,2,1,23,3,9,0,1,10,1,8,14,7,13
2019-07-27 09:00:00,18,37,0,0,7,22,1,12,1,5,1,17,4,0,5,0,0,71,29,1,4,79,1,1,0,5,46,1,0,1,41,2,1,1,0,2,1,17,4,22,0,0,3,0,9,10,4,12
2019-07-27 10:00:00,20,34,1,4,9,22,2,12,4,2,0,11,5,1,3,2,1,66,48,9,9,84,0,2,0,6,49,2,0,3,26,2,1,0,0,4,5,18,2,14,2,2,4,1,15,11,8,9
2019-07-27 11:00:00,11,39,0,0,14,23,3,14,0,2,3,12,5,1,12,0,0,49,21,3,3,83,5,3,0,8,39,0,1,0,34,0,0,1,2,3,4,15,0,10,0,0,6,1,9,9,2,7
2019-07-27 12:00:00,9,49,1,2,9,13,3,12,2,14,0,10,3,0,7,1,3,61,27,4,7,74,1,0,1,8,28,3,0,0,34,0,0,1,2,4,4,11,3,13,2,0,5,0,11,6,3,7
2019-07-27 13:00:00,7,38,0,4,8,8,1,16,0,2,1,11,3,0,3,0,2,42,18,12,8,58,1,2,4,3,33,0,0,0,24,1,2,1,2,7,2,7,0,9,2,1,3,1,8,7,1,4
2019-07-27 14:00:00,7,27,0,0,9,11,3,8,0,5,0,4,3,1,2,2,0,37,16,2,3,42,1,2,2,5,12,0,0,0,21,0,1,1,0,10,3,11,1,17,0,1,0,1,10,4,1,2
2019-07-27 15:00:00,10,33,0,0,12,13,5,6,1,3,1,8,4,1,1,0,1,31,11,1,7,49,1,1,0,3,33,2,1,0,17,1,0,2,3,4,2,10,2,16,0,1,4,1,12,9,4,2
2019-07-27 16:00:00,1,10,0,0,20,6,3,8,2,6,0,14,2,0,0,2,0,36,22,2,6,48,0,0,2,1,12,1,1,2,30,16,0,0,2,2,1,13,1,13,0,1,3,1,8,6,1,5
2019-07-27 17:00:00,6,19,0,0,12,7,4,12,0,1,3,9,6,0,1,0,1,31,13,1,4,47,1,1,2,2,18,1,0,0,18,3,0,0,1,6,4,13,0,6,0,0,2,1,8,1,3,12
2019-07-27 18:00:00,11,18,0,1,10,5,2,6,0,2,1,8,6,0,2,0,3,26,20,3,4,26,0,2,1,3,12,0,1,0,24,3,2,3,0,3,0,5,1,4,0,0,0,0,1,7,2,3
2019-07-27 19:00:00,5,10,1,2,15,6,2,8,0,3,2,8,5,1,1,1,0,34,15,5,0,26,2,1,1,2,14,0,0,0,15,0,1,2,2,3,2,3,1,8,3,0,1,0,4,8,2,0
2019-07-27 20:00:00,2,12,1,1,16,9,8,14,1,2,0,7,6,0,0,0,1,32,7,6,2,19,2,0,1,1,11,0,0,0,18,0,0,0,0,2,1,8,0,5,2,0,0,0,5,4,1,6
2019-07-27 21:00:00,6,9,1,0,17,9,4,13,0,3,2,12,0,1,2,0,2,36,14,3,3,14,1,0,1,3,9,0,0,0,10,1,1,1,6,2,1,8,0,9,1,0,0,1,5,5,1,3
2019-07-27 22:00:00,1,12,1,0,20,4,1,6,0,0,0,7,1,0,0,0,0,26,8,1,1,13,0,0,0,3,11,0,2,0,4,0,1,1,0,5,0,3,0,0,0,1,0,1,1,1,4,0
2019-07-27 23:00:00,3,7,0,2,18,3,1,6,0,5,1,10,2,0,2,0,3,20,6,1,2,11,1,1,1,1,6,0,0,0,8,4,0,1,0,1,1,6,0,3,0,0,2,0,4,2,2,2
2019-07-28 00:00:00,2,3,1,1,18,1,0,3,0,2,0,7,1,0,1,0,1,21,5,1,1,4,0,2,0,1,3,0,0,0,5,1,0,0,1,2,1,9,0,2,0,0,0,0,1,1,0,2
2019-07-28 01:00:00,1,2,0,0,14,0,0,1,1,4,0,4,0,0,0,0,1,9,1,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,3,12,0
2019-07-28 02:00:00,0,0,0,0,8,0,1,2,0,2,0,3,0,0,0,0,4,8,3,0,2,1,1,0,0,0,1,0,0,1,2,0,0,0,2,3,0,2,0,0,0,1,0,0,1,1,4,0
2019-07-28 03:00:00,2,0,0,0,4,0,0,1,0,1,0,5,0,0,0,0,3,23,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,11,0,0,0,0,0,0,0,0,8,2
2019-07-28 04:00:00,0,0,0,0,0,1,0,0,4,2,0,3,1,0,0,0,3,15,1,0,0,1,0,0,0,1,0,0,0,0,1,1,7,1,0,2,0,7,0,0,1,2,0,1,0,2,1,2
2019-07-28 05:00:00,0,1,0,0,7,0,0,1,1,1,0,8,0,1,0,0,1,23,10,2,1,1,0,1,0,0,1,0,0,0,3,2,0,3,0,2,0,8,0,2,0,0,0,0,0,1,1,3
2019-07-28 06:00:00,5,1,1,0,2,3,1,1,0,3,0,15,2,0,1,0,4,31,16,0,3,11,0,2,2,1,8,0,0,0,11,0,0,0,2,2,0,12,0,0,1,0,1,0,3,1,4,3
2019-07-28 07:00:00,0,5,1,0,8,0,6,5,2,6,0,11,0,1,1,0,4,36,26,0,1,13,2,1,0,3,10,0,0,1,9,0,1,2,1,3,1,20,1,3,1,0,1,0,1,3,3,5
2019-07-28 08:00:00,2,6,0,0,9,3,13,3,0,6,0,10,1,1,0,1,4,47,11,1,4,21,0,2,0,1,4,1,2,4,7,1,0,2,0,4,0,27,0,1,0,0,2,1,2,2,2,5
2019-07-28 09:00:00,2,3,0,0,9,0,2,2,0,5,0,7,2,2,0,0,3,30,7,1,4,6,0,0,1,1,4,1,0,1,4,0,0,2,0,2,1,16,0,6,0,0,2,0,5,1,3,7
2019-07-28 10:00:00,1,7,0,0,11,0,1,5,3,8,0,6,1,1,2,0,1,19,8,0,2,6,0,1,1,5,8,0,0,1,1,0,0,4,1,1,0,9,0,5,0,1,0,2,3,1,2,4
2019-07-28 11:00:00,1,1,1,0,7,0,0,8,0,3,0,8,0,1,2,0,3,14,5,0,0,10,0,0,2,0,4,2,0,0,4,2,0,1,0,2,0,7,0,4,0,0,1,0,2,2,1,4
2019-07-28 12:00:00,1,1,1,0,5,2,5,4,2,0,0,7,1,0,2,0,1,24,3,3,0,12,0,2,0,2,1,1,0,0,4,0,0,1,0,1,0,6,0,2,1,1,1,2,1,1,2,2
2019-07-28 13:00:00,0,0,0,0,4,4,2,1,0,2,0,4,0,1,0,0,2,14,1,2,2,8,0,0,2,0,5,0,0,0,2,1,0,1,0,1,0,3,0,0,0,2,2,0,4,0,6,5
2019-07-28 14:00:00,2,5,0,0,6,2,0,0,1,2,0,3,0,2,0,0,2,15,2,0,0,3,0,0,2,1,2,0,0,0,5,0,0,0,0,1,0,3,1,1,0,3,1,0,1,1,1,1
2019-07-28 15:00:00,4,3,0,0,4,0,0,3,0,0,0,1,0,1,0,0,1,10,0,2,1,2,0,0,3,1,1,0,0,0,1,0,1,1,3,0,0,2,0,1,0,0,0,2,0,0,1,1
2019-07-28 16:00:00,2,2,0,0,4,0,0,5,2,1,2,4,2,0,0,1,1,13,1,0,1,4,0,4,0,1,0,0,0,0,3,1,0,1,0,3,0,3,0,1,0,2,0,2,0,0,2,3
2019-07-28 17:00:00,2,2,0,0,5,0,1,3,1,1,0,0,1,0,0,0,0,2,3,3,1,5,0,1,0,1,2,1,0,0,2,2,0,0,1,0,0,5,0,3,0,0,0,0,1,1,0,1
2019-07-28 18:00:00,1,5,0,0,6,0,0,1,2,8,0,4,0,2,2,1,0,10,3,2,3,4,1,0,1,0,2,2,0,0,6,0,1,1,0,1,0,3,1,3,1,1,2,0,2,2,0,2
2019-07-28 19:00:00,1,7,0,0,6,1,1,10,0,0,0,3,0,4,0,0,1,18,11,2,4,8,1,0,3,0,49,1,2,0,9,1,0,2,2,0,2,3,0,3,0,0,5,1,1,0,2,2
2019-07-28 20:00:00,3,4,0,1,2,1,2,5,0,2,0,2,1,0,0,0,0,7,3,2,2,6,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,2,0,2,0,1,2,1,0,1,0,4
2019-07-28 21:00:00,1,3,0,0,5,0,0,8,1,3,0,3,0,0,0,0,1,11,2,0,1,4,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,1,2
2019-07-28 22:00:00,2,3,0,0,1,0,0,3,1,4,1,1,3,0,3,1,0,5,1,1,0,6,1,0,1,0,4,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,1,0,1
2019-07-28 23:00:00,0,0,0,0,0,1,0,2,0,1,0,3,0,1,0,1,0,9,4,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,2,0,0,3
2019-07-29 00:00:00,0,2,0,0,3,0,0,0,0,1,2,2,0,0,1,0,0,5,3,0,0,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1
2019-07-29 01:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-29 02:00:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-29 04:00:00,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-07-29 05:00:00,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-07-29 06:00:00,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,6,2,0,0,1,0,0,0,0,2,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
2019-07-29 07:00:00,1,0,0,1,2,0,1,2,0,0,0,0,0,7,0,0,1,6,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
2019-07-29 08:00:00,1,0,0,2,3,1,1,1,0,0,0,2,0,0,0,0,0,3,2,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2019-07-29 09:00:00,3,2,0,2,4,0,1,4,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2
2019-07-29 10:00:00,3,0,0,4,6,0,0,1,1,0,0,1,0,0,0,0,0,6,1,5,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
2019-07-29 11:00:00,5,3,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,2,1,0,0,0,0,0,0,2,2,4,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0
2019-07-29 12:00:00,8,0,0,3,1,0,0,3,0,5,0,2,0,0,0,0,2,5,3,15,4,0,0,0,0,0,0,1,1,1,3,4,0,1,1,1,0,0,0,0,1,0,0,0,1,0,5,0
2019-07-29 13:00:00,4,1,1,1,1,2,1,0,0,0,3,3,0,0,0,0,12,3,3,19,1,1,1,0,0,0,1,0,0,2,1,1,2,0,1,2,1,0,2,0,0,0,0,0,0,2,2,0
2019-07-29 14:00:00,2,3,0,0,1,0,0,1,0,2,4,5,0,1,0,0,4,2,0,7,2,1,3,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0
2019-07-29 15:00:00,2,0,0,2,4,0,0,7,0,2,2,4,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,7,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,3,0
2019-07-29 16:00:00,5,1,0,2,3,0,0,3,1,3,0,2,1,1,0,1,1,0,2,2,4,1,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,5
2019-07-29 17:00:00,0,1,0,0,4,2,0,11,0,9,1,6,1,1,0,1,1,3,1,2,0,1,0,0,1,0,1,0,2,2,12,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,3,2
2019-07-29 18:00:00,4,1,0,1,0,0,0,9,0,4,0,3,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,6,2,0,2,0,0,2,2,0,0,0,1,1,0,0,0,7,1
2019-07-29 19:00:00,0,2,0,0,0,0,0,8,0,1,0,6,0,0,0,0,0,3,3,3,5,1,0,0,0,0,12,0,0,1,7,0,1,1,0,1,0,0,0,1,2,3,0,0,0,0,2,0
2019-07-29 20:00:00,4,1,0,1,2,0,0,1,0,0,0,4,0,1,1,0,0,4,3,0,0,0,0,0,2,0,2,0,0,0,6,1,1,0,2,1,0,0,1,2,0,1,1,0,0,1,0,0
2019-07-29 21:00:00,0,0,0,0,2,1,0,1,1,1,0,2,0,1,0,0,1,3,2,0,0,2,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2019-07-29 22:00:00,4,2,0,0,4,2,0,3,0,0,0,6,0,0,0,0,1,2,0,1,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0
2019-07-29 23:00:00,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-07-30 00:00:00,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-07-30 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2019-07-30 02:00:00,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2019-07-30 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019-07-30 05:00:00,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019-07-30 06:00:00,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2019-07-30 07:00:00,2,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0
2019-07-30 08:00:00,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,1
2019-07-30 09:00:00,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-07-30 10:00:00,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
2019-07-30 11:00:00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2019-07-30 12:00:00,0,1,0,0,2,0,0,0,0,2,0,2,0,1,1,0,0,0,2,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0
2019-07-30 13:00:00,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1
2019-07-30 14:00:00,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1
2019-07-30 15:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-07-30 16:00:00,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,1,2,0,5,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2019-07-30 17:00:00,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
2019-07-30 18:00:00,2,0,0,0,1,3,0,2,0,1,0,0,0,0,1,1,1,3,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,0,0,1,0,1,1
2019-07-30 19:00:00,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2019-07-30 20:00:00,4,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2019-07-30 21:00:00,2,2,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,2,1,0,0
2019-07-30 22:00:00,2,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1
2019-07-30 23:00:00,2,1,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
2019-07-31 00:00:00,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-07-31 01:00:00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-07-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-07-31 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
