,Hokkaido,Osaka,Tokushima,Nagasaki,Niigata,Hyogo,Ishikawa,Nagano,Tottori,Gunma,Oita,Saitama,Toyama,Akita,Wakayama,Kochi,Miyagi,Tokyo,Kanagawa,Fukuoka,Yamanashi,Aichi,Iwate,Unknown,Okayama,Nara,Mie,Kagawa,Miyazaki,Aomori,Shizuoka,Yamagata,Kumamoto,Hiroshima,Yamaguchi,Tochigi,Kagoshima,Chiba,Saga,Gifu,Okinawa,Shimane,Fukui,Ehime,Kyoto,Shiga,Fukushima,Ibaraki
2019-09-04 10:00:00,3,1,0,0,1,2,0,0,1,1,0,2,1,0,0,0,0,4,4,1,0,4,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,4,2,0,0,0,2,1,0
2019-09-04 11:00:00,0,1,0,2,1,2,0,2,0,0,0,1,0,0,0,0,0,6,2,0,0,3,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,2,5,0,0,2,0,2,0,1
2019-09-04 12:00:00,1,4,0,2,0,0,0,2,0,0,1,3,0,1,1,0,1,3,1,3,0,12,0,0,0,1,4,1,2,0,6,0,0,2,1,2,1,1,0,2,8,0,1,0,2,1,2,2
2019-09-04 13:00:00,3,13,0,0,2,2,0,3,0,0,1,2,0,0,0,0,1,5,7,0,0,6,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,4,0,0,0,2,1,0,0
2019-09-04 14:00:00,0,20,0,1,0,5,1,2,0,1,0,1,1,0,2,1,0,4,1,1,6,9,0,0,0,7,0,5,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,18,1,0,1
2019-09-04 15:00:00,1,11,0,0,1,3,1,1,0,2,0,5,0,0,1,1,0,7,2,2,3,5,0,0,3,3,2,1,0,0,4,0,2,2,1,0,1,1,0,2,9,0,0,0,15,6,0,0
2019-09-04 16:00:00,1,13,0,1,1,3,0,8,1,0,0,5,0,0,0,2,0,9,4,4,3,9,0,0,1,5,2,3,1,0,5,0,6,1,4,1,0,3,0,6,3,2,0,0,8,4,0,0
2019-09-04 17:00:00,0,96,1,4,0,11,0,7,0,2,1,6,0,0,2,0,1,7,4,5,2,9,1,0,1,4,6,1,1,0,2,0,0,2,1,0,2,2,1,1,3,0,2,4,5,3,1,0
2019-09-04 18:00:00,1,36,1,3,0,9,0,5,0,1,0,6,0,0,2,0,1,7,12,1,1,8,0,0,3,1,0,0,1,0,3,0,3,4,1,0,0,0,0,4,8,0,8,0,10,3,1,0
2019-09-04 19:00:00,2,22,1,0,0,1,5,2,0,7,0,3,1,0,1,0,1,4,10,4,1,12,0,0,1,1,8,1,0,0,1,0,1,2,0,1,2,3,1,3,4,0,0,0,1,0,0,1
2019-09-04 20:00:00,0,4,1,1,1,2,1,3,2,0,1,2,2,0,0,0,0,8,3,1,1,16,0,1,0,3,7,0,0,0,4,2,1,0,1,2,2,0,0,6,6,0,0,1,5,0,0,1
2019-09-04 21:00:00,1,3,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,6,4,0,1,25,0,0,1,2,9,0,1,0,1,1,2,1,1,0,0,4,1,6,5,1,0,1,3,0,0,0
2019-09-04 22:00:00,0,4,0,1,0,3,0,2,0,4,0,1,2,0,0,0,0,3,2,0,0,20,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,1,4,7,0,0,0,0,0,0,0
2019-09-04 23:00:00,3,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,1,0,12,0,1,1,0,7,0,1,0,0,0,0,0,0,0,1,2,1,2,5,0,0,0,1,0,0,0
2019-09-05 00:00:00,0,1,4,1,0,2,0,0,0,1,1,1,0,0,0,1,0,2,3,0,0,8,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,1,0,1,4,0,0,0,2,0,0,0
2019-09-05 01:00:00,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,7,0,0,1,0,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-05 02:00:00,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2019-09-05 03:00:00,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-09-05 04:00:00,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2019-09-05 05:00:00,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,6,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,3,0,1,1,1
2019-09-05 06:00:00,0,2,2,1,6,2,0,5,0,1,0,1,0,3,0,1,0,11,4,4,0,11,0,0,1,0,6,1,1,0,2,0,0,1,0,0,2,0,0,9,7,0,0,1,2,0,2,1
2019-09-05 07:00:00,2,7,2,0,2,0,0,3,0,1,0,2,0,0,1,4,1,7,1,6,0,16,1,0,1,0,3,0,1,0,3,0,0,0,0,1,0,0,1,3,9,0,0,2,2,2,1,0
2019-09-05 08:00:00,1,10,1,2,1,2,0,2,0,1,0,1,0,1,1,1,0,16,1,1,0,13,1,1,2,0,9,1,0,0,1,1,0,0,3,1,0,1,0,2,23,0,0,2,2,0,1,2
2019-09-05 09:00:00,0,2,1,1,0,0,0,3,0,1,0,1,0,0,0,4,1,6,1,1,1,7,0,0,2,1,5,0,1,0,0,0,0,0,0,1,1,1,0,0,10,0,0,0,3,0,0,0
2019-09-05 10:00:00,1,3,0,0,0,0,0,3,1,0,1,1,0,1,0,3,0,2,9,1,0,8,0,0,1,0,5,0,0,0,2,0,0,3,1,1,1,0,0,1,4,1,0,2,0,1,0,1
2019-09-05 11:00:00,1,4,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,4,2,0,6,0,0,0,0,6,1,0,0,2,0,1,0,0,1,1,0,0,2,13,0,1,2,2,1,1,2
2019-09-05 12:00:00,0,2,0,2,0,1,1,0,0,1,3,1,1,1,0,1,0,4,2,1,1,1,0,0,1,1,4,0,1,0,1,0,1,2,0,1,2,0,0,1,12,0,0,4,1,0,0,0
2019-09-05 13:00:00,1,14,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,3,0,4,0,2,0,0,0,2,3,0,0,0,1,0,0,1,0,0,3,1,0,0,11,0,0,2,0,0,0,0
2019-09-05 14:00:00,0,41,0,0,0,0,1,1,2,0,0,1,0,1,0,1,0,7,2,6,0,2,0,0,0,1,5,0,1,0,2,0,0,0,1,0,0,1,0,1,11,3,0,1,2,0,0,0
2019-09-05 15:00:00,0,33,0,1,0,4,1,3,0,0,0,3,0,0,1,0,1,5,0,10,0,3,1,0,0,4,4,0,0,0,1,0,0,1,1,0,1,0,1,0,7,0,0,1,1,1,0,0
2019-09-05 16:00:00,1,17,2,1,1,5,0,8,1,2,0,0,4,0,0,0,1,21,2,15,1,7,0,2,1,2,5,0,2,0,5,0,0,0,1,0,3,1,0,3,13,2,0,3,3,0,2,0
2019-09-05 17:00:00,1,9,3,0,2,3,0,2,0,1,2,5,1,0,1,1,1,14,2,8,2,6,0,0,0,1,5,0,0,0,2,0,0,2,1,1,0,1,0,3,6,2,1,0,7,1,0,1
2019-09-05 18:00:00,1,12,2,0,1,3,1,6,0,1,0,3,0,0,1,1,0,16,2,4,0,7,2,0,0,1,4,1,0,0,8,0,0,0,1,0,3,5,1,5,15,0,0,3,2,0,1,0
2019-09-05 19:00:00,8,7,0,0,0,1,0,0,0,1,2,5,0,1,1,0,0,12,2,3,2,9,0,5,1,2,2,1,0,0,4,0,1,2,0,1,2,1,1,4,4,0,1,0,1,0,1,0
2019-09-05 20:00:00,4,8,1,1,2,1,1,4,0,1,3,1,0,0,1,3,2,16,4,1,0,6,1,3,3,1,4,1,3,0,2,0,1,1,1,2,3,0,2,1,14,1,0,1,2,1,1,1
2019-09-05 21:00:00,2,9,1,0,1,4,0,1,0,1,2,1,0,0,0,1,0,8,3,2,0,3,0,0,1,1,5,0,2,0,4,1,2,1,0,0,2,1,1,0,11,0,1,2,0,2,0,2
2019-09-05 22:00:00,3,5,0,2,0,1,2,0,0,0,1,4,0,0,0,1,0,8,2,3,1,7,2,1,1,2,4,0,1,0,2,0,0,1,0,0,2,3,1,4,7,2,0,0,2,1,1,1
2019-09-05 23:00:00,1,11,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,9,2,3,1,8,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,3,0,1,8,0,0,0,1,1,0,1
2019-09-06 00:00:00,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,3,0,0,4,1,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,1,3,6,0,0,0,1,0,0,0
2019-09-06 01:00:00,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,8,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2019-09-06 02:00:00,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
2019-09-06 03:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2019-09-06 04:00:00,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,2
2019-09-06 05:00:00,4,3,0,1,1,0,0,1,0,3,1,1,2,0,1,0,2,3,3,1,1,8,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0,2
2019-09-06 06:00:00,8,6,1,2,2,3,1,1,0,4,0,5,0,0,2,2,1,10,6,2,0,5,0,0,0,0,5,1,3,0,2,0,2,1,0,0,4,1,0,1,2,0,0,4,4,2,2,0
2019-09-06 07:00:00,4,9,3,4,0,2,0,0,0,4,1,5,0,0,2,1,1,12,5,1,0,6,0,0,1,2,5,0,3,0,5,0,3,3,2,2,1,6,3,1,0,0,2,1,1,3,2,2
2019-09-06 08:00:00,7,13,1,3,5,4,1,3,0,1,2,4,1,1,0,4,1,4,7,2,0,7,1,0,0,2,5,0,0,0,7,0,1,0,2,2,3,3,0,3,7,0,0,1,0,2,1,1
2019-09-06 09:00:00,4,5,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,8,2,1,1,1,0,0,1,0,3,0,1,0,3,0,1,3,1,0,5,4,0,2,6,0,0,1,0,0,0,1
2019-09-06 10:00:00,4,7,1,1,0,2,0,4,0,3,3,1,0,0,1,0,0,5,4,1,1,3,0,0,0,0,3,1,2,0,6,0,0,0,1,2,1,4,0,0,4,2,0,1,1,0,0,0
2019-09-06 11:00:00,2,5,0,4,0,1,0,3,0,0,0,1,0,0,0,0,1,6,4,3,0,4,0,0,0,0,3,2,0,0,1,0,1,0,0,1,4,1,0,2,3,0,0,2,1,1,0,2
2019-09-06 12:00:00,1,3,2,2,1,2,0,2,0,1,0,6,1,0,0,1,1,20,6,4,0,6,0,0,1,1,1,0,2,0,4,0,2,1,2,3,2,5,0,3,5,1,0,1,3,0,3,1
2019-09-06 13:00:00,4,2,0,0,1,0,2,0,0,0,0,1,0,0,1,2,0,5,1,2,0,9,0,0,2,0,2,0,0,0,2,0,1,0,1,2,2,1,0,1,8,0,0,0,0,0,0,1
2019-09-06 14:00:00,4,6,1,1,0,0,0,1,0,1,1,4,0,0,1,0,0,6,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,6,0,0,2,2,0,1,0
2019-09-06 15:00:00,8,6,1,3,1,2,1,3,0,0,0,1,0,0,0,0,1,10,2,2,2,7,0,1,1,0,1,1,0,0,1,0,0,0,1,2,4,3,0,2,5,0,0,0,2,1,1,1
2019-09-06 16:00:00,6,1,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,12,5,4,0,1,0,0,0,0,3,0,2,1,4,0,2,0,1,1,1,4,0,0,7,1,1,0,0,1,0,2
2019-09-06 17:00:00,6,2,0,0,2,1,0,2,0,2,1,4,0,0,0,1,1,10,7,4,1,5,0,0,0,1,0,0,4,2,2,0,1,4,0,2,2,1,0,1,7,1,0,2,1,0,0,2
2019-09-06 18:00:00,5,11,0,1,1,2,0,4,0,2,1,4,0,0,0,1,0,17,8,2,1,5,1,0,0,2,4,1,2,0,2,0,1,2,0,2,6,2,2,0,6,1,0,0,1,0,4,4
2019-09-06 19:00:00,5,3,0,0,0,2,0,3,0,1,3,2,1,0,0,0,0,10,7,2,2,4,0,0,3,0,1,0,0,0,4,0,1,0,1,0,6,4,1,3,6,1,0,0,2,0,0,1
2019-09-06 20:00:00,7,4,0,1,6,2,0,6,0,3,1,4,1,1,1,1,1,12,3,3,0,8,0,0,0,0,2,2,1,0,4,0,1,1,4,0,1,4,0,3,3,0,0,1,1,1,0,2
2019-09-06 21:00:00,10,4,1,2,0,3,0,1,0,0,2,6,0,0,1,1,0,19,1,8,1,4,0,0,1,0,0,1,3,0,3,0,1,1,0,3,6,2,0,1,4,0,0,0,2,0,1,6
2019-09-06 22:00:00,9,6,1,3,0,3,1,4,0,1,1,2,1,1,0,0,0,15,4,4,3,8,0,0,1,0,0,0,1,0,4,0,1,0,0,0,2,6,3,1,4,0,1,2,1,0,0,2
2019-09-06 23:00:00,6,4,0,0,0,2,0,2,0,3,2,5,0,2,0,0,0,12,4,4,3,4,0,1,1,0,3,0,2,0,3,0,0,2,0,1,3,3,0,1,0,1,0,1,0,1,0,1
2019-09-07 00:00:00,2,2,0,4,0,2,0,0,0,0,2,2,0,0,0,0,1,8,2,1,1,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,3,2,2,0,1,0,0,1,0,0,1,1
2019-09-07 01:00:00,1,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,4,3,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2019-09-07 02:00:00,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
2019-09-07 03:00:00,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-07 04:00:00,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-09-07 05:00:00,4,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,4,6,3,1,4,0,1,0,1,3,0,0,0,4,0,1,0,0,0,1,1,0,1,3,2,0,2,3,0,1,3
2019-09-07 06:00:00,6,4,1,2,1,1,2,1,1,0,0,2,1,0,0,1,0,4,6,3,0,9,0,2,2,0,4,0,1,0,4,0,3,1,0,1,2,3,1,0,0,0,1,2,1,0,2,2
2019-09-07 07:00:00,11,24,3,6,1,3,0,2,0,0,4,8,0,0,2,0,0,12,6,4,2,4,0,0,1,7,2,1,2,0,5,0,4,2,1,3,1,6,1,3,4,0,0,1,0,1,2,2
2019-09-07 08:00:00,9,12,0,3,0,5,2,1,0,1,0,7,0,0,1,2,3,17,9,5,0,7,1,0,2,1,3,1,0,2,3,1,0,1,3,0,0,3,1,5,2,0,1,0,1,7,0,4
2019-09-07 09:00:00,14,15,0,7,2,2,0,1,3,2,2,12,0,0,0,2,0,30,13,3,1,4,0,2,1,0,5,1,4,0,5,0,1,0,4,2,1,9,2,2,6,1,1,3,3,1,0,0
2019-09-07 10:00:00,7,5,1,3,0,3,1,1,0,1,2,2,1,0,0,0,1,19,5,6,1,13,0,1,1,0,2,2,3,0,4,2,2,0,2,2,2,4,0,6,4,1,0,1,0,3,1,2
2019-09-07 11:00:00,2,5,0,6,1,1,0,1,1,0,2,4,0,1,1,0,0,18,10,5,2,6,0,0,0,1,1,0,1,1,8,1,1,2,0,1,2,5,0,2,4,1,0,4,2,2,0,0
2019-09-07 12:00:00,6,3,1,3,2,1,0,1,0,2,2,1,0,0,0,0,1,20,5,5,4,5,0,1,1,0,0,0,0,0,6,0,2,1,0,1,2,4,0,3,4,0,0,0,4,0,3,0
2019-09-07 13:00:00,2,6,1,1,3,1,1,1,0,1,1,4,0,0,0,0,1,14,9,4,0,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,0,4
2019-09-07 14:00:00,1,2,1,0,0,1,0,4,0,1,3,6,1,0,0,3,0,9,6,0,0,5,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,4,0,1,1,1,0,2,0,1,1,1
2019-09-07 15:00:00,3,1,1,1,0,0,0,0,3,0,2,7,1,2,0,0,2,9,5,2,3,4,0,1,0,0,3,0,1,0,5,0,1,0,1,0,2,4,0,1,1,0,0,6,0,0,1,1
2019-09-07 16:00:00,4,3,0,1,0,0,0,2,0,0,10,3,0,0,1,1,1,13,6,2,0,6,1,0,1,1,3,2,2,0,3,0,0,3,1,0,0,9,2,1,1,0,0,1,2,1,0,0
2019-09-07 17:00:00,1,6,0,2,2,0,0,2,1,1,0,5,0,0,0,0,2,26,8,6,0,10,0,2,0,0,3,0,0,0,14,0,1,2,4,0,0,3,0,2,2,1,1,1,4,3,0,0
2019-09-07 18:00:00,1,6,1,1,1,3,1,2,0,0,2,8,0,0,2,0,2,36,10,5,1,6,1,1,1,1,2,2,0,1,13,0,0,0,1,1,0,9,1,1,3,0,0,2,0,1,4,1
2019-09-07 19:00:00,3,9,0,1,1,2,0,1,0,1,2,10,0,0,0,0,1,30,12,3,0,12,0,1,0,2,0,1,0,1,10,0,1,2,0,1,0,12,0,1,2,0,0,1,0,3,0,3
2019-09-07 20:00:00,0,11,1,1,1,0,2,3,1,1,0,11,3,0,1,0,1,24,15,5,1,5,0,2,0,4,3,1,1,0,10,0,3,1,0,1,0,10,0,0,3,1,0,1,6,1,3,3
2019-09-07 21:00:00,1,7,0,2,1,3,0,3,0,1,1,16,0,1,1,0,0,35,5,3,1,7,0,1,2,0,2,0,0,0,10,0,1,0,0,1,2,8,0,1,4,0,0,3,2,0,2,0
2019-09-07 22:00:00,4,3,0,0,2,1,2,0,0,0,0,8,1,2,1,0,0,26,17,5,0,4,0,1,0,2,1,0,0,1,3,0,1,1,1,1,1,8,1,0,2,0,0,1,4,3,0,0
2019-09-07 23:00:00,3,2,0,0,0,1,0,4,0,0,0,7,0,0,1,0,1,18,11,3,1,8,0,0,2,0,0,0,1,0,9,0,0,1,1,2,1,5,0,1,5,1,0,0,1,1,0,0
2019-09-08 00:00:00,1,4,0,0,0,0,0,2,0,1,1,3,0,1,0,1,2,17,7,0,0,1,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,3,0,0,3,0,0,0,4,1,2,0
2019-09-08 01:00:00,2,0,0,0,0,2,0,1,0,0,0,3,0,0,2,1,0,16,3,2,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,4,0,1,1,0,0,1,5,0,0,1
2019-09-08 02:00:00,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,0,1,0,0,0,0,0,0,0
2019-09-08 03:00:00,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2019-09-08 04:00:00,0,1,0,1,0,1,0,0,1,1,0,4,0,0,0,0,0,6,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,2,3
2019-09-08 05:00:00,5,0,1,0,1,1,2,0,0,2,0,1,0,0,0,1,0,17,8,1,1,3,1,0,0,0,1,1,0,0,3,1,0,0,0,1,1,4,0,2,1,0,0,2,2,0,0,6
2019-09-08 06:00:00,4,8,1,1,2,2,0,5,0,1,1,11,1,0,0,0,4,19,23,1,3,5,1,1,1,1,3,0,1,0,18,1,4,2,1,1,1,15,0,1,0,0,0,2,0,1,2,7
2019-09-08 07:00:00,6,14,0,1,1,7,0,5,0,4,2,21,2,0,0,2,0,65,23,3,6,14,0,0,1,3,4,1,1,1,19,0,0,3,2,1,3,22,1,5,2,0,0,6,2,2,4,4
2019-09-08 08:00:00,3,14,1,3,3,9,2,10,1,3,1,23,1,0,1,5,5,68,46,6,2,19,0,4,0,6,4,1,0,2,14,1,1,3,1,6,2,18,0,8,3,1,0,0,2,3,3,4
2019-09-08 09:00:00,6,10,1,4,2,6,2,4,0,3,1,25,0,1,1,0,2,80,47,1,8,19,2,4,2,0,3,0,1,2,17,0,3,3,0,0,2,23,0,3,2,1,0,3,2,0,3,7
2019-09-08 10:00:00,3,7,1,0,1,8,0,6,1,3,3,29,1,0,1,3,0,85,63,5,1,18,0,2,1,0,4,1,0,0,20,1,2,6,1,4,1,15,0,1,3,0,1,1,6,4,6,6
2019-09-08 11:00:00,4,8,1,2,2,5,2,10,0,5,3,27,1,0,0,2,2,148,52,4,3,12,0,4,1,2,2,0,0,2,27,2,1,2,2,4,1,22,2,1,9,0,1,1,6,1,6,5
2019-09-08 12:00:00,5,11,0,1,4,4,0,13,1,11,0,30,1,0,1,0,1,209,66,3,8,14,1,5,1,1,4,2,1,0,28,2,2,2,1,4,0,29,0,5,9,1,1,0,2,3,4,9
2019-09-08 13:00:00,5,6,1,0,1,0,1,8,0,8,1,28,1,0,0,0,1,119,56,2,1,9,0,3,3,0,3,0,1,1,17,2,0,1,2,3,2,15,0,4,5,0,0,1,2,1,5,7
2019-09-08 14:00:00,9,9,1,5,2,2,1,9,1,8,1,27,1,0,0,0,3,101,51,2,8,10,0,7,0,1,1,3,1,1,27,0,2,1,0,8,2,17,0,1,3,1,0,2,0,2,3,7
2019-09-08 15:00:00,5,12,2,0,2,3,1,11,0,4,6,38,1,0,0,0,2,118,54,4,8,9,2,6,3,0,2,0,0,0,38,0,0,3,0,4,2,22,0,3,7,0,1,1,2,3,9,16
2019-09-08 16:00:00,4,10,2,1,2,10,1,11,1,6,5,50,1,0,0,0,3,149,80,6,5,21,0,6,3,0,2,1,2,2,55,1,2,0,2,2,1,39,1,4,12,1,0,5,0,6,8,15
2019-09-08 17:00:00,9,11,0,3,7,9,1,14,0,10,1,61,2,3,1,2,3,195,93,2,8,24,1,7,1,0,1,1,0,0,56,3,2,5,2,5,0,29,1,2,11,3,2,3,4,2,15,12
2019-09-08 18:00:00,6,20,1,2,8,5,3,13,3,11,4,55,0,2,1,1,5,229,96,6,12,17,2,11,3,3,4,1,1,1,53,1,1,5,4,8,4,44,2,4,11,0,1,4,6,3,6,15
2019-09-08 19:00:00,9,29,2,3,2,6,3,25,1,12,3,44,0,0,3,0,4,229,93,12,6,19,2,5,5,1,2,2,2,1,43,1,5,2,4,9,2,42,2,5,9,0,1,1,3,5,11,20
2019-09-08 20:00:00,6,22,0,1,8,11,2,17,0,3,1,56,1,2,1,0,13,232,101,6,3,28,3,1,4,3,6,0,2,0,56,2,5,2,1,11,5,34,1,3,6,1,1,3,7,5,3,9
2019-09-08 21:00:00,10,43,0,1,6,9,2,20,0,10,3,60,1,0,1,3,7,194,97,8,3,27,1,8,1,3,1,5,3,2,37,2,2,3,0,7,1,39,2,4,9,4,2,3,4,3,13,25
2019-09-08 22:00:00,11,26,0,4,5,9,2,24,0,7,3,62,1,2,2,3,8,230,81,10,5,23,4,19,2,2,3,2,4,2,48,0,2,2,3,10,3,66,3,5,9,1,0,3,9,4,8,24
2019-09-08 23:00:00,8,26,1,1,6,8,0,19,1,8,3,42,0,3,1,2,10,172,83,7,5,16,1,10,3,1,3,2,3,0,21,3,2,4,0,13,1,36,4,4,2,1,0,0,4,3,5,10
2019-09-09 00:00:00,5,15,2,3,2,7,3,15,0,6,0,34,3,0,1,1,2,118,65,2,2,16,1,5,3,0,1,2,1,0,26,1,1,2,0,10,2,39,0,2,3,1,0,1,4,1,3,11
2019-09-09 01:00:00,3,3,0,1,1,4,0,13,0,4,0,28,0,1,0,1,0,105,75,9,0,2,1,3,2,0,0,0,0,0,13,0,1,1,1,9,2,35,0,2,1,0,0,1,0,2,5,5
2019-09-09 02:00:00,3,5,0,0,3,2,0,10,0,3,0,23,1,2,0,0,1,101,161,4,1,5,1,11,1,3,2,0,0,1,10,0,0,0,2,9,5,36,0,1,0,0,0,0,1,1,1,9
2019-09-09 03:00:00,1,2,0,1,3,3,2,19,0,7,0,42,1,0,0,0,4,223,140,2,1,5,1,11,2,3,0,0,0,1,8,0,0,2,0,4,0,92,0,1,1,0,0,0,3,2,4,12
2019-09-09 04:00:00,4,16,0,0,4,1,2,8,0,9,0,45,2,1,0,0,5,185,77,4,1,3,2,12,1,1,0,0,0,0,9,0,0,2,0,3,1,110,1,2,1,0,0,2,2,1,4,15
2019-09-09 05:00:00,13,19,6,0,10,5,1,17,0,10,4,45,2,2,5,0,5,111,82,9,2,13,1,4,3,4,5,1,1,4,14,0,1,4,3,11,1,102,3,3,0,0,0,2,0,1,10,23
2019-09-09 06:00:00,9,26,4,6,13,11,2,23,1,18,2,64,3,2,3,2,17,139,79,18,7,26,2,6,3,4,4,2,0,2,26,9,3,6,4,13,5,62,3,7,5,3,2,3,2,5,18,44
2019-09-09 07:00:00,22,71,1,4,12,14,3,41,2,21,3,64,5,1,1,1,22,205,99,9,4,23,9,17,14,9,13,3,7,4,27,9,11,8,2,20,3,71,5,7,4,0,0,5,11,3,33,48
2019-09-09 08:00:00,20,34,1,3,15,16,3,19,1,17,3,59,8,2,3,9,19,206,106,12,3,19,6,10,6,10,4,3,0,1,31,8,5,7,6,20,2,67,2,3,5,1,4,4,7,4,29,27
2019-09-09 09:00:00,12,22,1,4,10,8,3,10,0,6,0,41,2,2,0,2,12,202,80,6,7,25,1,5,12,3,5,3,1,1,14,2,2,7,3,11,2,60,1,0,7,2,1,3,5,4,22,25
2019-09-09 10:00:00,19,24,1,2,1,6,2,17,2,8,0,35,1,3,1,2,9,176,68,3,4,18,4,3,3,2,4,0,0,4,23,5,2,4,13,8,3,63,0,2,1,2,1,2,1,4,19,10
2019-09-09 11:00:00,13,12,0,1,3,5,1,15,1,7,0,28,0,0,1,0,17,158,48,4,5,14,3,7,2,2,2,4,2,1,17,2,3,3,2,11,0,43,3,3,3,0,0,0,2,2,15,13
2019-09-09 12:00:00,11,30,0,3,7,10,2,10,1,7,0,26,4,1,0,2,11,145,51,11,3,14,7,7,5,2,1,3,1,0,19,6,3,5,1,13,1,60,0,2,5,0,1,1,7,1,30,10
2019-09-09 13:00:00,9,13,0,1,5,2,1,10,0,1,2,15,0,1,0,0,15,130,42,6,1,8,3,8,0,1,2,0,0,1,14,1,2,4,1,5,2,30,0,1,4,0,0,1,3,4,5,14
2019-09-09 14:00:00,6,9,0,2,1,4,0,7,0,4,0,7,1,0,0,0,11,85,44,8,1,9,2,4,4,2,1,1,0,0,8,0,0,0,2,2,1,28,0,3,3,0,1,0,4,3,6,14
